UserID,DestinationID,VisitDate,ExperienceRating,Preferences,Gender,NumberOfAdults,NumberOfChildren,Name_y,State,Type,Popularity,BestTimeToVisit,PreferencesList,PopularityNorm,ExperienceRatingNorm
784,904,2024-03-20,1,"Beaches, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,8.574376628395806,Sep-Mar,"['Beaches', 'Historical']",0.5361954314236912,0.0
606,513,2024-01-01,4,"City, Historical",Female,2,2,Jaipur City,Rajasthan,City,9.319083493307607,Oct-Mar,"['City', 'Historical']",0.9094238798196144,0.75
436,425,2024-02-15,1,"Beaches, Historical",Female,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.677908499077882,Apr-Jun,"['Beaches', 'Historical']",0.08690803431966283,0.0
92,101,2024-03-20,3,"Nature, Adventure",Female,2,0,Taj Mahal,Uttar Pradesh,Historical,9.35787687156371,Nov-Feb,"['Nature', 'Adventure']",0.9288661504052037,0.5
942,289,2024-01-01,3,"City, Historical",Male,1,0,Kerala Backwaters,Kerala,Nature,7.844009444111711,Sep-Mar,"['City', 'Historical']",0.1701536721847236,0.5
128,330,2024-02-15,3,"Nature, Adventure",Male,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.63573528781037,Apr-Jun,"['Nature', 'Adventure']",0.06577187599096107,0.5
835,523,2024-03-20,5,"Beaches, Historical",Female,2,2,Jaipur City,Rajasthan,City,8.998307150645953,Oct-Mar,"['Beaches', 'Historical']",0.748658802586296,1.0
715,786,2024-01-01,2,"Beaches, Historical",Female,1,2,Taj Mahal,Uttar Pradesh,Historical,8.389205905418272,Nov-Feb,"['Beaches', 'Historical']",0.44339249797223024,0.25
126,983,2024-02-15,3,"City, Historical",Female,1,0,Jaipur City,Rajasthan,City,9.08021631984698,Oct-Mar,"['City', 'Historical']",0.7897096288519015,0.5
956,597,2024-03-20,3,"Nature, Adventure",Male,1,0,Goa Beaches,Goa,Beach,7.735247906037738,Nov-Mar,"['Nature', 'Adventure']",0.11564511047660721,0.5
319,998,2024-01-01,4,"Beaches, Historical",Female,2,1,Jaipur City,Rajasthan,City,8.308435430056575,Oct-Mar,"['Beaches', 'Historical']",0.40291235656918584,0.75
917,601,2024-02-15,2,"Nature, Adventure",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,7.679434820985951,Nov-Feb,"['Nature', 'Adventure']",0.08767298867196203,0.25
430,164,2024-03-20,3,"Beaches, Historical",Male,1,1,Kerala Backwaters,Kerala,Nature,7.81836693407545,Sep-Mar,"['Beaches', 'Historical']",0.15730228772092664,0.5
592,983,2024-01-01,3,"Beaches, Historical",Female,2,1,Jaipur City,Rajasthan,City,9.08021631984698,Oct-Mar,"['Beaches', 'Historical']",0.7897096288519015,0.5
680,135,2024-02-15,1,"Nature, Adventure",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,9.398122784522716,Apr-Jun,"['Nature', 'Adventure']",0.949036395041993,0.0
209,357,2024-03-20,4,"Nature, Adventure",Male,1,1,Goa Beaches,Goa,Beach,8.314502184896275,Nov-Mar,"['Nature', 'Adventure']",0.40595286230682004,0.75
876,8,2024-01-01,5,"City, Historical",Male,2,2,Jaipur City,Rajasthan,City,9.4587045393854,Oct-Mar,"['City', 'Historical']",0.979398454845456,1.0
923,892,2024-02-15,3,"Nature, Adventure",Female,2,2,Goa Beaches,Goa,Beach,8.86432839457484,Nov-Mar,"['Nature', 'Adventure']",0.6815120021437362,0.5
688,818,2024-03-20,2,"Beaches, Historical",Female,2,1,Jaipur City,Rajasthan,City,8.385706717073933,Oct-Mar,"['Beaches', 'Historical']",0.4416387923224812,0.25
757,36,2024-01-01,5,"Beaches, Historical",Male,1,0,Taj Mahal,Uttar Pradesh,Historical,8.152769658316458,Nov-Feb,"['Beaches', 'Historical']",0.3248965664746519,1.0
424,75,2024-02-15,1,"Beaches, Historical",Female,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.051674304536373,Apr-Jun,"['Beaches', 'Historical']",0.27423010452945845,0.0
518,170,2024-03-20,2,"Nature, Adventure",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.848982805962368,Apr-Jun,"['Nature', 'Adventure']",0.1726461967125487,0.25
598,886,2024-01-01,3,"Beaches, Historical",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,7.713067194844037,Nov-Feb,"['Beaches', 'Historical']",0.10452869297973902,0.5
390,381,2024-02-15,5,"City, Historical",Male,2,1,Taj Mahal,Uttar Pradesh,Historical,9.30052503102598,Nov-Feb,"['City', 'Historical']",0.9001228428501135,1.0
263,278,2024-03-20,2,"Nature, Adventure",Male,1,1,Jaipur City,Rajasthan,City,9.120385789350228,Oct-Mar,"['Nature', 'Adventure']",0.809841561941253,0.25
408,403,2024-01-01,2,"City, Historical",Male,2,0,Jaipur City,Rajasthan,City,8.578600554982318,Oct-Mar,"['City', 'Historical']",0.5383123577477272,0.25
907,417,2024-02-15,3,"Beaches, Historical",Female,2,2,Goa Beaches,Goa,Beach,7.799317152894507,Nov-Mar,"['Beaches', 'Historical']",0.14775501401171054,0.5
343,424,2024-03-20,5,"Beaches, Historical",Female,2,1,Kerala Backwaters,Kerala,Nature,8.016517304482331,Sep-Mar,"['Beaches', 'Historical']",0.2566102957178672,1.0
27,130,2024-01-01,1,"City, Historical",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,9.46063445778344,Apr-Jun,"['City', 'Historical']",0.9803656816606899,0.0
607,552,2024-02-15,5,"Beaches, Historical",Male,1,0,Goa Beaches,Goa,Beach,8.564998979974378,Nov-Mar,"['Beaches', 'Historical']",0.5314955886602619,1.0
653,756,2024-03-20,4,"Nature, Adventure",Male,2,1,Taj Mahal,Uttar Pradesh,Historical,8.54760827518156,Nov-Feb,"['Nature', 'Adventure']",0.5227798025272793,0.75
153,720,2024-01-01,4,"City, Historical",Female,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.034817273030939,Apr-Jun,"['City', 'Historical']",0.26578178209579906,0.75
186,986,2024-02-15,2,"City, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,8.108715094313126,Nov-Feb,"['City', 'Historical']",0.3028175212255258,0.25
499,830,2024-03-20,3,"Beaches, Historical",Male,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,7.928094923060946,Apr-Jun,"['Beaches', 'Historical']",0.2122952104456443,0.5
442,827,2024-01-01,2,"Beaches, Historical",Female,1,0,Goa Beaches,Goa,Beach,8.377495779286125,Nov-Mar,"['Beaches', 'Historical']",0.43752367573794143,0.25
321,229,2024-02-15,5,"City, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,7.603935909874509,Sep-Mar,"['City', 'Historical']",0.04983482337850465,1.0
416,274,2024-03-20,3,"Nature, Adventure",Female,2,0,Kerala Backwaters,Kerala,Nature,7.777024607207728,Sep-Mar,"['Nature', 'Adventure']",0.13658254786497057,0.5
80,49,2024-01-01,2,"Nature, Adventure",Female,1,2,Kerala Backwaters,Kerala,Nature,8.0159728308643,Sep-Mar,"['Nature', 'Adventure']",0.25633741916304387,0.25
708,395,2024-02-15,2,"City, Historical",Male,1,1,Leh Ladakh,Jammu and Kashmir,Adventure,8.879069809066051,Apr-Jun,"['City', 'Historical']",0.688900030261843,0.25
971,767,2024-03-20,2,"Nature, Adventure",Female,2,2,Goa Beaches,Goa,Beach,8.24362221802096,Nov-Mar,"['Nature', 'Adventure']",0.37042959630018596,0.25
579,211,2024-01-01,4,"City, Historical",Male,2,1,Taj Mahal,Uttar Pradesh,Historical,8.188261257930963,Nov-Feb,"['City', 'Historical']",0.34268406821438624,0.75
560,38,2024-02-15,1,"Nature, Adventure",Female,1,1,Jaipur City,Rajasthan,City,9.458687607787096,Oct-Mar,"['Nature', 'Adventure']",0.979389969152009,0.0
837,109,2024-03-20,3,"City, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,8.024075275103758,Sep-Mar,"['City', 'Historical']",0.2603981614956203,0.5
415,216,2024-01-01,4,"Beaches, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,9.36720219996661,Nov-Feb,"['Beaches', 'Historical']",0.9335397716843751,0.75
864,410,2024-02-15,2,"City, Historical",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,9.056239628784924,Apr-Jun,"['City', 'Historical']",0.777693111179785,0.25
584,757,2024-03-20,3,"Nature, Adventure",Male,1,2,Goa Beaches,Goa,Beach,7.644463430707246,Nov-Mar,"['Nature', 'Adventure']",0.07014620283587986,0.5
992,62,2024-01-01,4,"Nature, Adventure",Male,1,2,Goa Beaches,Goa,Beach,9.379786903532915,Nov-Mar,"['Nature', 'Adventure']",0.9398469102470515,0.75
682,335,2024-02-15,2,"Beaches, Historical",Male,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,9.310237104496576,Apr-Jun,"['Beaches', 'Historical']",0.9049902910809913,0.25
725,29,2024-03-20,1,"Nature, Adventure",Male,1,1,Kerala Backwaters,Kerala,Nature,8.320514389999829,Sep-Mar,"['Nature', 'Adventure']",0.40896602908151225,0.0
550,33,2024-01-01,2,"Beaches, Historical",Male,1,0,Jaipur City,Rajasthan,City,7.684440449007848,Oct-Mar,"['Beaches', 'Historical']",0.0901816841975245,0.25
572,699,2024-02-15,4,"Nature, Adventure",Female,2,2,Kerala Backwaters,Kerala,Nature,7.6569626144692755,Sep-Mar,"['Nature', 'Adventure']",0.07641048101232763,0.75
696,307,2024-03-20,3,"City, Historical",Male,1,1,Goa Beaches,Goa,Beach,8.41986035294417,Nov-Mar,"['City', 'Historical']",0.45875574010896003,0.5
803,177,2024-01-01,5,"Nature, Adventure",Female,2,1,Goa Beaches,Goa,Beach,9.446896779006565,Nov-Mar,"['Nature', 'Adventure']",0.9734807007695011,1.0
352,643,2024-02-15,1,"Beaches, Historical",Female,1,0,Jaipur City,Rajasthan,City,9.300321813290449,Oct-Mar,"['Beaches', 'Historical']",0.9000209952054995,0.0
283,952,2024-03-20,5,"Beaches, Historical",Female,1,1,Goa Beaches,Goa,Beach,8.123015873320766,Nov-Mar,"['Beaches', 'Historical']",0.30998471386380816,1.0
844,346,2024-01-01,3,"Beaches, Historical",Male,2,1,Taj Mahal,Uttar Pradesh,Historical,8.969950615777162,Nov-Feb,"['Beaches', 'Historical']",0.7344472167803596,0.5
690,388,2024-02-15,2,"City, Historical",Male,2,2,Jaipur City,Rajasthan,City,9.151665484353009,Oct-Mar,"['City', 'Historical']",0.8255181624699296,0.25
503,139,2024-03-20,4,"Nature, Adventure",Male,1,2,Kerala Backwaters,Kerala,Nature,8.426322913287258,Sep-Mar,"['Nature', 'Adventure']",0.46199461366198086,0.75
987,754,2024-01-01,5,"City, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,8.084015245138538,Sep-Mar,"['City', 'Historical']",0.29043857480056334,1.0
743,614,2024-02-15,4,"Nature, Adventure",Female,1,2,Kerala Backwaters,Kerala,Nature,9.003574785226348,Sep-Mar,"['Nature', 'Adventure']",0.7512988092436679,0.75
182,7,2024-03-20,5,"Nature, Adventure",Male,1,1,Goa Beaches,Goa,Beach,9.14506834197403,Nov-Mar,"['Nature', 'Adventure']",0.8222118397677145,1.0
821,469,2024-01-01,3,"Nature, Adventure",Male,1,2,Kerala Backwaters,Kerala,Nature,8.661784765251305,Sep-Mar,"['Nature', 'Adventure']",0.580002202695526,0.5
252,997,2024-02-15,3,"City, Historical",Male,2,2,Goa Beaches,Goa,Beach,8.203518828553301,Nov-Mar,"['City', 'Historical']",0.350330780871374,0.5
283,227,2024-03-20,5,"Beaches, Historical",Female,1,1,Goa Beaches,Goa,Beach,8.882153318904079,Nov-Mar,"['Beaches', 'Historical']",0.6904454082443556,1.0
87,14,2024-01-01,4,"City, Historical",Male,2,2,Kerala Backwaters,Kerala,Nature,8.551426230833268,Sep-Mar,"['City', 'Historical']",0.5246932663760386,0.75
273,319,2024-02-15,3,"City, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,8.84963555984027,Sep-Mar,"['City', 'Historical']",0.6741483209842087,0.5
962,549,2024-03-20,4,"Nature, Adventure",Female,2,1,Kerala Backwaters,Kerala,Nature,9.251772000884309,Sep-Mar,"['Nature', 'Adventure']",0.875689043926384,0.75
919,413,2024-01-01,2,"Beaches, Historical",Female,1,1,Jaipur City,Rajasthan,City,9.164900243709798,Oct-Mar,"['Beaches', 'Historical']",0.8321510927306343,0.25
55,271,2024-02-15,4,"Beaches, Historical",Female,2,0,Taj Mahal,Uttar Pradesh,Historical,9.23228996203718,Nov-Feb,"['Beaches', 'Historical']",0.8659251334898072,0.75
454,676,2024-03-20,2,"Beaches, Historical",Male,2,0,Taj Mahal,Uttar Pradesh,Historical,9.263552559071387,Nov-Feb,"['Beaches', 'Historical']",0.8815931649444197,0.25
530,90,2024-01-01,4,"Nature, Adventure",Female,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,7.864848872360961,Apr-Jun,"['Nature', 'Adventure']",0.18059787222824927,0.75
530,431,2024-02-15,4,"Nature, Adventure",Female,2,0,Taj Mahal,Uttar Pradesh,Historical,8.45973062297419,Nov-Feb,"['Nature', 'Adventure']",0.47873772190819225,0.75
748,441,2024-03-20,2,"Beaches, Historical",Male,2,0,Taj Mahal,Uttar Pradesh,Historical,7.865953290683349,Nov-Feb,"['Beaches', 'Historical']",0.18115137905928103,0.25
991,346,2024-01-01,1,"Beaches, Historical",Female,1,1,Taj Mahal,Uttar Pradesh,Historical,8.969950615777162,Nov-Feb,"['Beaches', 'Historical']",0.7344472167803596,0.0
189,978,2024-02-15,3,"City, Historical",Female,1,1,Jaipur City,Rajasthan,City,8.519173371272599,Oct-Mar,"['City', 'Historical']",0.5085289401191753,0.5
117,366,2024-03-20,1,"City, Historical",Male,2,1,Taj Mahal,Uttar Pradesh,Historical,9.266030293290664,Nov-Feb,"['City', 'Historical']",0.8828349433431022,0.0
711,979,2024-01-01,3,"City, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,9.08174574800675,Sep-Mar,"['City', 'Historical']",0.7904761399798361,0.5
80,648,2024-02-15,3,"Nature, Adventure",Female,1,2,Jaipur City,Rajasthan,City,8.771306422116705,Oct-Mar,"['Nature', 'Adventure']",0.6348917169240074,0.5
827,221,2024-03-20,3,"Nature, Adventure",Male,2,0,Taj Mahal,Uttar Pradesh,Historical,8.719051821566694,Nov-Feb,"['Nature', 'Adventure']",0.6087030185196504,0.5
684,281,2024-01-01,2,"City, Historical",Male,1,0,Taj Mahal,Uttar Pradesh,Historical,9.43086446632471,Nov-Feb,"['City', 'Historical']",0.9654457067760517,0.25
847,931,2024-02-15,4,"Beaches, Historical",Female,1,0,Taj Mahal,Uttar Pradesh,Historical,9.309322896703316,Nov-Feb,"['Beaches', 'Historical']",0.9045321130081595,0.75
620,624,2024-03-20,4,"Nature, Adventure",Male,2,0,Kerala Backwaters,Kerala,Nature,8.331131728498399,Sep-Mar,"['Nature', 'Adventure']",0.4142871734950054,0.75
701,327,2024-01-01,5,"Nature, Adventure",Female,2,1,Goa Beaches,Goa,Beach,8.382390141309063,Nov-Mar,"['Nature', 'Adventure']",0.43997660752866075,1.0
777,590,2024-02-15,2,"City, Historical",Male,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.17109010854659,Apr-Jun,"['City', 'Historical']",0.3340783177589194,0.25
91,954,2024-03-20,3,"Beaches, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,9.192148287990324,Sep-Mar,"['Beaches', 'Historical']",0.8458071307877678,0.5
42,189,2024-01-01,2,"City, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,8.649611762507414,Sep-Mar,"['City', 'Historical']",0.5739013982844375,0.25
115,50,2024-02-15,3,"Beaches, Historical",Female,1,1,Leh Ladakh,Jammu and Kashmir,Adventure,8.18047732584072,Apr-Jun,"['Beaches', 'Historical']",0.3387829562019372,0.5
8,50,2024-03-20,5,"Nature, Adventure",Male,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.18047732584072,Apr-Jun,"['Nature', 'Adventure']",0.3387829562019372,1.0
943,990,2024-01-01,5,"Beaches, Historical",Male,2,1,Leh Ladakh,Jammu and Kashmir,Adventure,8.117425964659915,Apr-Jun,"['Beaches', 'Historical']",0.30718319150049395,1.0
537,562,2024-02-15,2,"City, Historical",Male,2,0,Goa Beaches,Goa,Beach,9.310527198750878,Nov-Mar,"['City', 'Historical']",0.9051356790631934,0.25
63,825,2024-03-20,2,"City, Historical",Male,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,7.943715893520679,Apr-Jun,"['City', 'Historical']",0.22012405000900093,0.25
172,946,2024-01-01,1,"Beaches, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,8.012249945176515,Nov-Feb,"['Beaches', 'Historical']",0.2544716020015871,0.0
800,363,2024-02-15,3,"Nature, Adventure",Female,1,2,Jaipur City,Rajasthan,City,8.857005319987184,Oct-Mar,"['Nature', 'Adventure']",0.6778418603810947,0.5
368,263,2024-03-20,3,"Nature, Adventure",Male,1,0,Jaipur City,Rajasthan,City,9.407835019184882,Oct-Mar,"['Nature', 'Adventure']",0.9539039240580529,0.5
685,955,2024-01-01,1,"Beaches, Historical",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.10676258457348,Apr-Jun,"['Beaches', 'Historical']",0.30183897219510597,0.0
878,239,2024-02-15,1,"Nature, Adventure",Female,1,2,Kerala Backwaters,Kerala,Nature,8.757659224866991,Sep-Mar,"['Nature', 'Adventure']",0.6280520831104166,0.0
423,901,2024-03-20,5,"City, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,7.94384380620817,Nov-Feb,"['City', 'Historical']",0.22018815664764194,1.0
594,285,2024-01-01,1,"City, Historical",Female,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.992391383757372,Apr-Jun,"['City', 'Historical']",0.7456939682320988,0.0
224,889,2024-02-15,4,"Nature, Adventure",Male,2,2,Kerala Backwaters,Kerala,Nature,9.002930521303405,Sep-Mar,"['Nature', 'Adventure']",0.7509759202847403,0.75
747,677,2024-03-20,1,"City, Historical",Female,1,0,Goa Beaches,Goa,Beach,8.565346616052354,Nov-Mar,"['City', 'Historical']",0.5316698151648137,0.0
318,372,2024-01-01,3,"City, Historical",Female,2,0,Goa Beaches,Goa,Beach,7.824610910350504,Nov-Mar,"['City', 'Historical']",0.16043161240794346,0.5
288,958,2024-02-15,3,"City, Historical",Female,1,1,Jaipur City,Rajasthan,City,7.932950633090041,Oct-Mar,"['City', 'Historical']",0.21472877082410857,0.5
8,204,2024-03-20,5,"Nature, Adventure",Male,2,2,Kerala Backwaters,Kerala,Nature,7.96348370355229,Sep-Mar,"['Nature', 'Adventure']",0.23003118181334853,1.0
653,413,2024-01-01,4,"Nature, Adventure",Male,2,1,Jaipur City,Rajasthan,City,9.164900243709798,Oct-Mar,"['Nature', 'Adventure']",0.8321510927306343,0.75
949,509,2024-02-15,4,"Beaches, Historical",Female,2,2,Kerala Backwaters,Kerala,Nature,9.25204552164384,Sep-Mar,"['Beaches', 'Historical']",0.8758261256876702,0.75
567,996,2024-03-20,5,"City, Historical",Female,2,1,Taj Mahal,Uttar Pradesh,Historical,8.13381819081494,Nov-Feb,"['City', 'Historical']",0.31539856512179076,1.0
628,35,2024-01-01,5,"Beaches, Historical",Female,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.115627955366532,Apr-Jun,"['Beaches', 'Historical']",0.30628207422819614,1.0
801,209,2024-02-15,5,"City, Historical",Female,2,0,Kerala Backwaters,Kerala,Nature,7.650543289908463,Sep-Mar,"['City', 'Historical']",0.07319327615163988,1.0
53,938,2024-03-20,5,"Nature, Adventure",Male,2,2,Jaipur City,Rajasthan,City,9.20608066746193,Oct-Mar,"['Nature', 'Adventure']",0.8527896907958136,1.0
762,964,2024-01-01,5,"City, Historical",Female,2,0,Kerala Backwaters,Kerala,Nature,8.86184135941464,Sep-Mar,"['City', 'Historical']",0.6802655623461688,1.0
463,204,2024-02-15,1,"Beaches, Historical",Male,1,2,Kerala Backwaters,Kerala,Nature,7.96348370355229,Sep-Mar,"['Beaches', 'Historical']",0.23003118181334853,0.0
121,235,2024-03-20,2,"Beaches, Historical",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.734064597506109,Apr-Jun,"['Beaches', 'Historical']",0.6162270462062314,0.25
437,203,2024-01-01,2,"Nature, Adventure",Male,2,1,Jaipur City,Rajasthan,City,9.04284018561824,Oct-Mar,"['Nature', 'Adventure']",0.7709776455138913,0.25
642,434,2024-02-15,4,"City, Historical",Female,1,1,Kerala Backwaters,Kerala,Nature,8.707253748746416,Sep-Mar,"['City', 'Historical']",0.6027901196056648,0.75
344,859,2024-03-20,2,"Nature, Adventure",Male,2,1,Kerala Backwaters,Kerala,Nature,7.921623278868692,Sep-Mar,"['Nature', 'Adventure']",0.20905178429469648,0.25
316,975,2024-01-01,3,"Beaches, Historical",Female,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.780722103503646,Apr-Jun,"['Beaches', 'Historical']",0.6396106208581807,0.5
592,216,2024-02-15,3,"Beaches, Historical",Female,2,1,Taj Mahal,Uttar Pradesh,Historical,9.36720219996661,Nov-Feb,"['Beaches', 'Historical']",0.9335397716843751,0.5
858,250,2024-03-20,3,"City, Historical",Male,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,9.151090722807776,Apr-Jun,"['City', 'Historical']",0.8252301063637861,0.5
835,261,2024-01-01,2,"Beaches, Historical",Female,2,2,Taj Mahal,Uttar Pradesh,Historical,8.083688761192684,Nov-Feb,"['Beaches', 'Historical']",0.29027494921541247,0.25
335,520,2024-02-15,4,"Nature, Adventure",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.521876495404149,Apr-Jun,"['Nature', 'Adventure']",0.5098836783027146,0.75
496,333,2024-03-20,1,"Beaches, Historical",Male,1,1,Jaipur City,Rajasthan,City,7.632343966795443,Oct-Mar,"['Beaches', 'Historical']",0.06407223074791185,0.0
13,994,2024-01-01,2,"Beaches, Historical",Male,1,2,Kerala Backwaters,Kerala,Nature,8.165291117364324,Sep-Mar,"['Beaches', 'Historical']",0.3311720084670412,0.25
69,170,2024-02-15,2,"City, Historical",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,7.848982805962368,Apr-Jun,"['City', 'Historical']",0.1726461967125487,0.25
215,242,2024-03-20,5,"Nature, Adventure",Female,1,0,Goa Beaches,Goa,Beach,9.164688152340853,Nov-Mar,"['Nature', 'Adventure']",0.8320447978429685,1.0
35,977,2024-01-01,4,"Nature, Adventure",Male,2,1,Goa Beaches,Goa,Beach,8.499576395856343,Nov-Mar,"['Nature', 'Adventure']",0.49870742634982307,0.75
778,951,2024-02-15,5,"Beaches, Historical",Female,1,0,Taj Mahal,Uttar Pradesh,Historical,8.365692888254666,Nov-Feb,"['Beaches', 'Historical']",0.4316083620570617,1.0
578,91,2024-03-20,4,"Nature, Adventure",Female,2,1,Taj Mahal,Uttar Pradesh,Historical,8.775155892425978,Nov-Feb,"['Nature', 'Adventure']",0.6368209751306526,0.75
261,120,2024-01-01,1,"City, Historical",Male,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.928950861748308,Apr-Jun,"['City', 'Historical']",0.21272418550047215,0.0
673,288,2024-02-15,1,"Beaches, Historical",Female,2,2,Jaipur City,Rajasthan,City,8.1727822883656,Oct-Mar,"['Beaches', 'Historical']",0.33492639594647666,0.0
527,352,2024-03-20,1,"Nature, Adventure",Male,1,2,Goa Beaches,Goa,Beach,7.946596794608405,Nov-Mar,"['Nature', 'Adventure']",0.22156788555506052,0.0
163,58,2024-01-01,4,"Beaches, Historical",Female,2,2,Jaipur City,Rajasthan,City,8.648115222412239,Oct-Mar,"['Beaches', 'Historical']",0.5731513698316306,0.75
578,205,2024-02-15,1,"Nature, Adventure",Female,2,1,Leh Ladakh,Jammu and Kashmir,Adventure,8.456754675076878,Apr-Jun,"['Nature', 'Adventure']",0.4772462512792054,0.0
311,965,2024-03-20,5,"Nature, Adventure",Female,2,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.636537892208446,Apr-Jun,"['Nature', 'Adventure']",0.567349101594127,1.0
242,459,2024-01-01,5,"Nature, Adventure",Female,2,1,Kerala Backwaters,Kerala,Nature,8.231034030468606,Sep-Mar,"['Nature', 'Adventure']",0.36412071165087084,1.0
73,315,2024-02-15,1,"Beaches, Historical",Female,1,1,Leh Ladakh,Jammu and Kashmir,Adventure,7.746686189763855,Apr-Jun,"['Beaches', 'Historical']",0.12137769209839255,0.0
779,799,2024-03-20,1,"Nature, Adventure",Female,2,1,Kerala Backwaters,Kerala,Nature,9.078902378388406,Sep-Mar,"['Nature', 'Adventure']",0.7890511142672074,0.0
446,115,2024-01-01,4,"Nature, Adventure",Female,2,2,Leh Ladakh,Jammu and Kashmir,Adventure,8.717346793179837,Apr-Jun,"['Nature', 'Adventure']",0.6078485009513547,0.75
320,168,2024-02-15,1,"Nature, Adventure",Female,2,0,Jaipur City,Rajasthan,City,7.634504263080543,Oct-Mar,"['Nature', 'Adventure']",0.06515491719616777,0.0
639,545,2024-03-20,5,"City, Historical",Male,1,2,Leh Ladakh,Jammu and Kashmir,Adventure,7.661289356429886,Apr-Jun,"['City', 'Historical']",0.07857893582945799,1.0
733,676,2024-01-01,5,"Beaches, Historical",Female,1,1,Taj Mahal,Uttar Pradesh,Historical,9.263552559071387,Nov-Feb,"['Beaches', 'Historical']",0.8815931649444197,1.0
572,413,2024-02-15,5,"Nature, Adventure",Female,2,2,Jaipur City,Rajasthan,City,9.164900243709798,Oct-Mar,"['Nature', 'Adventure']",0.8321510927306343,1.0
168,932,2024-03-20,2,"City, Historical",Female,1,2,Goa Beaches,Goa,Beach,7.936004330312837,Nov-Mar,"['City', 'Historical']",0.2162592074697681,0.25
114,485,2024-01-01,5,"City, Historical",Male,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,9.307482015375824,Apr-Jun,"['City', 'Historical']",0.9036095093450089,1.0
282,119,2024-02-15,3,"City, Historical",Male,2,1,Kerala Backwaters,Kerala,Nature,8.953643159740016,Sep-Mar,"['City', 'Historical']",0.7262743278212264,0.5
359,353,2024-03-20,4,"Nature, Adventure",Male,2,1,Jaipur City,Rajasthan,City,9.29747082018926,Oct-Mar,"['Nature', 'Adventure']",0.8985921487940053,0.75
2,437,2024-01-01,2,"Nature, Adventure",Male,2,2,Goa Beaches,Goa,Beach,7.987106149468621,Nov-Mar,"['Nature', 'Adventure']",0.24187016068151435,0.25
777,71,2024-02-15,3,"City, Historical",Male,1,2,Taj Mahal,Uttar Pradesh,Historical,7.918856059125499,Nov-Feb,"['City', 'Historical']",0.2076649229942507,0.5
67,835,2024-03-20,4,"Beaches, Historical",Female,1,0,Leh Ladakh,Jammu and Kashmir,Adventure,8.622267855355735,Apr-Jun,"['Beaches', 'Historical']",0.5601973161547371,0.75
346,113,2024-01-01,2,"Beaches, Historical",Male,2,2,Jaipur City,Rajasthan,City,7.576534512918616,Oct-Mar,"['Beaches', 'Historical']",0.03610192879730586,0.25
736,970,2024-02-15,2,"Beaches, Historical",Male,1,1,Leh Ladakh,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,"['Beaches', 'Historical']",0.756073232547784,0.25
932,850,2024-03-20,5,"Nature, Adventure",Female,1,1,Leh Ladakh,Jammu and Kashmir,Adventure,8.64491136642723,Apr-Jun,"['Nature', 'Adventure']",0.5715456773712687,1.0
718,555,2024-01-01,1,"Beaches, Historical",Male,2,1,Leh Ladakh,Jammu and Kashmir,Adventure,9.04217651721199,Apr-Jun,"['Beaches', 'Historical']",0.7706450315134231,0.0
